title,authors,description,thumbnail,sku,publisher,price
Bagombo Snuff Box,Kurt Vonnegut,"Before the Golden Age of magazines drew to a close half a century ago, a young PR man at General Electric sold his first short story to one of the doomed publications. By the time he'd sold his third, he decided to quit GE and join the likes of Hemingway and Fitzgerald and Faulkner, and try to make a living at $1500. With four major magazines running five stories each week and smaller ones scouting as well, it was a seller's market, and Vonnegut was published regularly by The Saturday Evening Post, Collier's, Argosy and others. For this unusual collection, Vonnegut has selected twenty-four of his favourite stories never published before in book form and has written a new preface for the occasion. Vonnegut scholar Peter Reed, who unearthed the old publications, contributes an introduction. The stories bring us to the beginning of a literary voice that is sure to last forever. BAGOMBO SNUFF BOX, the missing pieces of the master's oeuvre, is a ready made classic for Vonnegut fans new and old.",http://books.google.com/books/content?id=dIjI3ucpKZoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,DQJ205427,Nhà xuất bản Hà Nội,941657
Ali and Nino,Kurban Said,"Ali Khan and Nino Kipiani live in the cosmopolitan, oil-rich capital of Azerbaijan which, at the beginning of the twentieth century, is a melting-pot of different cultures. Ali is a Muslim, with his ancestors' passion for the desert, and Nino is a Christian Georgian girl with sophisticated European ways. Despite their differences, the two have loved each other since childhood and Ali is determined that he will marry Nino as soon as she leaves school. But there is not only the obstacle of their different religions and parental consent to overcome. The First World War breaks out. As the Russians withdraw, the Turks advance, and Ali and Nino find themselves swept up in Azerbaijan's fight for independence.",http://books.google.com/books/content?id=A_Sfa4Kg-usC&printsec=frontcover&img=1&zoom=1&source=gbs_api,JLS861849,Nhà xuất bản Tổng hợp TP.HCM,308741
A Star Called Henry,Roddy Doyle,"""Born in the Dublin slums of 1901, his father a one-legged whorehouse bouncer and settler of scores, Henry Smart has to grow up fast. By the time he can walk he's out robbing and begging, often cold and always hungry, but a prince of the streets. By Easter Monday, 1916, he's fourteen years old and already six-foot-two, a soldier in the Irish Citizen Army. A year later he's ready to die for Ireland again, a rebel, a Fenian and a killer. With his father's wooden leg as his weapon, Henry becomes a Republican legend - one of Michael Collins' boys, a cop killer, an assassin on a stolen bike.""",http://books.google.com/books/content?id=nLiacLHmhOsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,IOP466492,Nhà xuất bản Hà Nội,880605
Set this House on Fire,William Styron,"The day after Peter Leverett met his old friend Mason Flagg in Italy, Mason was found dead. The hours leading up to his death were a nightmare for Peter - both in their violence and in their maddening unreality.The blaze of events which followed was, Peter soon realised, ignited by a conflict between two men- Mason Flagg himself and Cass Kinsolving, a tortured, self-destructive painter, a natural enemy and prey to the monstrous evil of Mason Flagg.Three events - murder, rape and suicide - explode in this relentless and passionate novel, almost overwhelming in its conception of the varieties of good and evil.",http://books.google.com/books/content?id=TDaEPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,YDE024106,Nhà xuất bản Văn học,2767527
The Confessions of Nat Turner,William Styron,"In 1831 Nat Turner awaits death in a Virginia jail cell. He is a slave, a preacher, and the leader of the only effective slave revolt in the history of 'that peculiar institution'. William Styron's ambitious and stunningly accomplished novel is Turner's confession, made to his jailers under the duress of his God. Encompasses the betrayals, cruelties and humiliations that made up slavery - and that still sear the collective psyches of both races.",http://books.google.com/books/content?id=zXaiQSlk7qoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,BPR398814,Nhà xuất bản Phụ nữ Việt Nam,2422385
Experience,Martin Amis,"Perhaps the most gifted and innovative novelist of his generation. Martin Amis has been the object of obsessive media scrutiny for much of his career. In this much anticipated memoir, he writes with striking candour about his life and, in the process, giv",http://books.google.com/books/content?id=gGnR11zgMVgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,QCR493328,Nhà xuất bản Dân trí,3029371
Hannibal,Thomas Harris,"WORTH THE WAIT. . . Harris's writing bears the hallmarks of honed perfection. . . this piece of literature is popular fiction only in the sense that it will sell. And sell. . . LOOK NO FURTHER FOR THE CHILLER OF THE YEAR' Peter Millar, The times 'Insanely readable. . . No thriller writer is better attuned than Thomas Harris to the rhythms of suspense. No horror writer is more adept at making the stomach churn. . . COMPELLING. . . TRULY SHOCKING. . . A BRILLIANT BOOK' Mail on Sunday 'It is a gut-churning, nail-biting, skin-crawling, often lyrical triumph - addictive on every level. . . The plot is a helluva plot. . . The denouement is as exciting as the rest. . . IF THERE'S A BETTER BOOK THIS YEAR, with truth, fantasy and a touch of erudition combined in prose which really does leap off the page, I'LL EAT MY HAT' Francis Fyfield, Express. 'No panting fan. . . could have hope for more. . . HANNIBAL IS A GREAT POPULAR NOVEL AND A PLAUSIBLE CANDIDATE FOR THE PULITZER PRIZE' Guardian",http://books.google.com/books/content?id=av8SBXdrG7YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,TRA082367,Nhà xuất bản Phụ nữ Việt Nam,3762886
Operation Shylock,Philip Roth,"What If A Look-Alike Stranger Stole Your Name, Usurped Your Biography, And Went About The World Pretending To Be You? In His Extraordinary New Book, His Most Ingenious And Original Work Since The Counterlife, Phillip Roth Confronts His Double, An Imposter Whose Self-Appointed Task Is To Lead The Jews Out Of Israel And Back To Europe, A Moses In Reverse And A Monstrous Nemesis To The 'Real' Philip Roth. Suspensful, Hilarious Hugely Impassioned, Pulsing With Intelligence And Narrative Energy, Operaton Shylock Is At Once A Spy Story, A Political Thriller, A Meditation On Identity, And A Confession.",http://books.google.com/books/content?id=QiCJsEpVj3MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,DEO974987,Nhà xuất bản Giáo dục Việt Nam,115724
The First Forty-nine Stories,Ernest Hemingway,"""From Ernest Hemingway's Preface- 'There are many kinds of stories in this book. I hope you will find some that you like- In going where you have to go, and doing what you have to do, and seeing what you have to see, you dull and blunt the instrument you write with. But I would rather have it bent and dulled and know I had to put it on the grindstone and hammer it into shape and put a whetstone to it, and know that I had something to write about, than to have it bright and shining, and nothing to say, or smooth and well-oiled in the closet, but unused.' A collection of Hemingway's first forty-nine short stories, featuring a brief introduction by the author and lesser known as well as familiar tales, including 'Up in Michigan', 'Fifty Grand', and 'The Light of the World', and the Snows of Kilimanjaro, Winner Take Nothing'and Men Without Womencollections.""",http://books.google.com/books/content?id=61BQ5JD_NCEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,CMM043494,Nhà xuất bản Phụ nữ Việt Nam,1297077
The Professor of Desire,Philip Roth,"As a student in college, David Kepesh styles himself 'a rake among scholars, a scholar among rakes'. Little does he realise how prophetic this motto will be - or how damning. For as Philip Roth follows Kepesh from the domesticity of his childhood into the vast wilderness of erotic possibility, from a menage troisin London to the throes of loneliness in New York, he creates a supremely intelligent, affecting and often hilarious novel about the dilemma of pleasure- where we seek it; why we flee it; and how we struggle to make a truce between dignity and desire.",http://books.google.com/books/content?id=fNlzijiaY7oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,OHA551040,Nhà xuất bản Hà Nội,1556738
The Phantom Menace,Terry Brooks;George Lucas,"A long time ago in a galaxy far, far away, an evil legacy long believed dead is stirring. Now the dark side of the Force threatens to overwhelm the light, and only an ancient Jedi prophecy stands between hope and doom for the entire galaxy. On the green, unspoiled world of Naboo, Jedi Master Qui-Gon Jinn and his apprentice, Obi-Wan Kenobi, arrive to protect the realm's young queen as she seeks a diplomatic solution to end the siege of her planet by Trade Federation warships. At the same time, on desert-swept Tatooine, a slave boy named Anakin Skywalker, who possesses a strange ability for understanding the ""rightness"" of things, toils by day and dreams by night--of becoming a Jedi Knight and finding a way to win freedom for himself and his beloved mother. It will be the unexpected meeting of Jedi, Queen, and a gifted boy that will mark the start of a drama that will become legend.",http://books.google.com/books/content?id=vd1pffZFhZ8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,SWL252214,Nhà xuất bản Hội Nhà văn,2012949
Traitor,Matthew Woodring Stover,"From the depths of catastrophe, a glimmer of hope. After the capture of Coruscant, the mighty heart of the New Republic, a stunned galaxy fears that nothing can stop the Yuuzhan Vong. Still, that crushing defeat produces one small miracle: Jacen Solo is alive. Yet he can scarcely imagine himself in stranger circumstances. The young Jedi Knight is in the care of Vergere, a fascinating creature of mystery and power, her intentions hard to fathom, her cruelties rarely concealed. But this master of inscrutable arts has much to teach the young Jedi...for she holds the key to a new way to experience the Force, to take it to another level - dangerous, dazzling, perhaps deadly. In the wrong hands, the tremendous energies of the Froce can be devastating. And there are others watching Jacen's progress closely, waiting patiently for the moment when he will be ready for their own dire purposes. Now, all is in shadows. Yet whatever happens, whether Jacen's newfound mastery unleashes light or darkness, he will never be the same Jedi again...",http://books.google.com/books/content?id=VbICOKLM6TIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,TDB565089,Nhà xuất bản Thanh niên,3981127
Star by Star,Troy Denning,"A must-read for every fan of Star Wars fiction and the New Jedi Order series in particular! It is a dark time for the New Republic. The Yuuzhan Vong, despite some recent losses, continue to advance into the Core, and continue their relentless hunt for the Jedi. Now, in a desperate act of courage, Anakin Solo leads a Jedi strike force into the heart of Yuuzhan Vong territory, where he hopes to destroy a major Vong anti-Jedi weapon. There, with his brother and sister at his side, he will come face to face with his destiny--as the New Republic, still fighting the good fight, will come face to face with theirs...",http://books.google.com/books/content?id=lPtDoGRj6MIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,UYJ164990,Nhà xuất bản Phụ nữ Việt Nam,4698049
Fury,Salman Rushdie,"From one of the world's truly great writers, Fury is a wickedly brilliant and pitch-black comedy about a middle-aged professor who finds himself in New York City in the summer of 2000. Not since the Bombay of Midnight's Children have a time and place been so intensely and accurately captured in a novel. Fury opens on a New York living at breakneck speed in an age of unprecedented decadence. Malik Solanka, historian of ideas and dollmaker extraordinaire, steps out of his life one day, abandons his family without a word of explanation, and flees to New York. There is a fury within him, and he fears that he has become dangerous to those he loves. He arrives in New York at a time of unprecedented plenty, in the highest hour of America's wealth and power, seeking to ""erase"" himself. But fury is all around him. Cab drivers spout invective. A serial killer is murdering women with a lump of concrete. The petty spats and bone-deep resentments of the metropolis engulf him. Meanwhile, his own thoughts, emotions and desires are also running wild. A young woman in a D'Angelo baseball cap is in store. Also another woman, with whom he will fall in love and drawn towards a different fury, whose roots lie of the far side of the world.",http://books.google.com/books/content?id=PlLF4HAejtgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,VUZ270544,Nhà xuất bản Thế giới,258454
Yeats is Dead!,Joseph O'Connor,"In aid of Amnesty International, this is a brilliant 'serial' novel by fifteen of the very brightest talents in Irish writing. It begins with Roddy Doyle and ends with Frank McCourt. In between thirteen other Irish writers spin an increasingly elaborate tale ofmurder, mayhem and literary shenanigans in present-day Dublin.",http://books.google.com/books/content?id=DrE3If94axcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,WIT163257,Nhà xuất bản Lao động,4158977
Choke,Chuck Palahniuk,"""Victor Mancini has devised a complicated scam to pay for his mother's hospital care- pretend to be choking on a piece of food in a restaurant and the person who 'saves you' will feel responsible for you for the rest of their lives. Multiply that a couple of hundred times and you generate a healthy flow of cheques, week in, week out. Victor also works at a theme park with a motley group of losers, cruises sex addiction groups for action, and visits his mother, whose Alzheimer's disease now hides what may be the startling truth about his parentage.""",http://books.google.com/books/content?id=xkbpbiEC_oAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,AXM961035,Nhà xuất bản Phụ nữ Việt Nam,1933502
The Dying Animal,Philip Roth,"'No matter how much you know, no matter how much you think, no matter how much you plot and you connive and you plan, you're not superior to sex' With these words America's most unflaggingly energetic and morally serious novelist launches perhaps his fiercest book. The speaker is David Kepesh, white-haired and over sixty, an eminent TV culture critic and star lecturer at a New York college - as well as an articulate propagandist of the sexual revolution. For years he has made a practice of sleeping with adventurous female students while maintaining an aesthete's critical distance. But now that distance has been annihilated. The agency of Kepesh's undoing is Consuela Castillo, the decorous, humblingly beautiful twenty-four-year-old daughter of Cuban exiles. When he becomes involved with her, Kepesh finds himself dragged helplessly into the quagmire of sexual jealousy and loss. In chronicling the themes of eros and mortality, licence and repression, freedom and sacrifice. The Dying Animalis a burning coal of a book, filled with intellectual heat and not a little danger.",http://books.google.com/books/content?id=prPo8epCoIkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,ODD032145,Nhà xuất bản Hà Nội,2144809
Illusions,Richard Bach,"In the cloud-washed airspace between the cornfields of Illinois and blue infinity, a man puts his faith in the propeller of his biplane. For disillusioned writer and itinerant barnstormer Richard Bach, belief is as real as a full tank of gas and sparks firing in the cylinders ... until he meets Donald Shimoda - former mechanic and self-described messiah who can make wrenches fly and Richard's imagination soar... In Illusions,the unforgettable follow-up to his phenomenal New York Times bestseller Jonathan Livingston Seagull,Richard Bach takes to the air to discover the ageless truths that give our souls wings- that people don't need airplanes to soar ... that even the darkest clouds have meaning once we lift ourselves above them ... and that messiahs can be found in the unlikeliest places - like hay fields, one-traffic-light midwestern towns, and most of all, deep within ourselves.",http://books.google.com/books/content?id=Z93wmaJAtyoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,VOE894271,Nhà xuất bản Trẻ,2551075
In the Pond,Ha Jin,"Ha Jin has been compared to the late Issac Babel for his spare evocation of ordinary lives caught up in the flux of vast social movements. Winner of the Hemingway/PEN Award for first fiction for his story collection Under the Red Flag, Ha Jin is a writer of stark power, simple beauty and poignant irony. His themes of personal honour in the face of political rectitude are carried forward here in his first novel, In the Pond, a close, unsentimental depiction of life in a small factory town; the manoeuvring, posturing, petty jealousies and injustices of an ordinary man who tangles with the party bosses.",http://books.google.com/books/content?id=bkmry89MaYYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,ZJU910986,Nhà xuất bản Kim Đồng,1662249
How to Travel with a Salmon and Other Essays,Umberto Eco,"This witty and irreverent collection of essays presents Eco's playful but unfailingly accurate takes on everything from militarism, computer jargon, Westerns, librarians and bureaucrats to meals on airplanes, Amtrak trains, bad coffee, express mail, fax machines and pornography. ""An uncanny combination of the profound and the profane"".--San Francisco Chronicle.",http://books.google.com/books/content?id=-SLftgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ABL672147,Nhà xuất bản Alpha Books,4042875
The Trial,Franz Kafka,"Written in 1914, The Trial is the terrifying tale of Josef K., a respectable bank officer who is suddenly arrested and must defend himself against a charge about which he can get no information. Kafka’s nightmare has resonated with chilling truth for generations of readers.",http://books.google.com/books/content?id=pLxfPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,XYG518385,Nhà xuất bản Dân trí,3028658
Turtle Moon,Alice Hoffman,"""The story of a divorced woman, her disillusioned teenage son, and the events that change their lives in ways both simple and extraordinary. When Keith Rosen runs away from his Florida home - inexplicably taking along a motherless baby - his mother is perplexed and terrified. She takes off on her own journey to find him.""--Back cover.",http://books.google.com/books/content?id=XlRAI5VA_yUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,EED014783,Nhà xuất bản Thanh niên,552046
Atonement,Ian McEwan,"Fledgling writer Briony Tallis, as a 13-year-old, irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.",http://books.google.com/books/content?id=jZe53wiTVbYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,LTZ314593,Nhà xuất bản Thanh niên,4207332
A Birthday for Frances,Russell Hoban,"Frances isn't happy, because it isn't her big birthday day, it is Gloria's. Frances isn't sure she will give Gloria her whole present and might keep half for herself. After all, little sisters aren't that good, they can't throw, they always break your crayons, pull your toys apart and put water in your mud pies. It isn't till Gloria makes her birthday cake wish, that Frances changes her mind!",http://books.google.com/books/content?id=wJ1xPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,FXY461561,Nhà xuất bản Lao động,4236755
The Gangs of New York,Herbert Asbury,"The Gangs of New York is a tour through a now unrecognisable city of abysmal poverty and habitual violence cobbled from legend, memory, police records, the self-aggrandizements of aging crooks, popular journalism, and solid historical research. Asbury presents the definitive work on this subject, an illumination of the gangs of old New York that ultimately gave rise to the modem Mafia and its depiction in films like The Godfather.",http://books.google.com/books/content?id=5dtj8Od-IcwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,XYE294357,Nhà xuất bản Văn học,4937694
The Whore's Child and Other Stories,Richard Russo,"""In this entrancing first collection of stories, a master storyteller focuses on a fresh and fascinating range of human behaviour, revealing himself as an even more versatile and accomplished writer than his acclaimed novels have shown. As with all Russo's characters, we warm to these newcomers almost in spite of themselves. In the title story, a septuagenarian nun resolutely invades the narrator's college writing workshop with an incredible saga; a seasoned Hollywood moviemaker uncovers a 25-year-old flame he never knew he'd harboured; a precious fifth-grader puzzles over life, love and baseball as he watches his parents' marriage dissolve; another child is forced into a harrowing cross-country escape; and an elderly couple rediscover the power - and misery - of their relationship during a long-awaited retreat to a hurricane-swept resort island.""",http://books.google.com/books/content?id=iXmFAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,DQW538817,Nhà xuất bản Hà Nội,1157295
In Watermelon Sugar,Richard Brautigan,"iDEATH is a place where the sun shines a different colour every day and where people travel to the length of their dreams. Rejecting the violence and hate of the old gang at the Forgotten Works, they lead gentle lives in watermelon sugar. In this book, Richard Brautigan discovers and expresses the mood of a new generation.",http://books.google.com/books/content?id=7rKgPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,LYD168171,Nhà xuất bản Trẻ,1765009
Blackwood Farm,Anne Rice,"Lestat Is Back, Saviour And Demon, Presiding Over A Gothic Story Of Family Greed And Hatred Through Generations, A Terrifying Drama Of Blood Lust And Betrayal, Possession And Matricide. Blackwood Farm With Its Grand Southern Mansion, Set Among Dark Cypress Swamps In Louisiana, Harbours Terrible Blood-Stained Secrets And Family Ghosts. Heir To Them All Is Quinn Blackwood, Young, Rash And Beautiful, Himself A 'Bloodhunter' Whom Lestat Takes Under His Wing. But Quinn Is In Thrall Not Only To The Past And His Own Appetites But, Even More Dangerously, To A Companion Spirit, A 'Goblin' Succubus Who Could Destroy Him And Others. Only The Unearthly Power Of Lestat Combined With The Earthly Powers Of The Mayfair Clan Could Hope To Save Quinn From Himself And His Ghosts, Or To Rescue The Doomed Girl Quinn Loves From Her Own Mortality- Shocking, Savage And Richly Erotic, This Novel With The Deceptively Gentle Title Bring Us Anne Rice At Her Most Powerfully Disturbing. Here Are Vampires And Witches, Men And Women, Demons And A Doppelg-Nger, Caught Up In A Maelstrom Of Death And Destruction, Blood And Fire, Cruelty And Fate.",http://books.google.com/books/content?id=cIn8Twm4MIkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,XYB993547,Nhà xuất bản Văn học,4816736
The Carpenter's Pencil,Manuel Rivas,"""It is the summer of 1936, the early months of the agonsing civil war that engulfs Spain and shakes the rest of the world. In a prison in the pilgrim city of Santiago de Compostela, an artist sketches the famouse porch of the cathedral, the Portico da Gloria. He uses a carpenter's pencil. But instead of reproducing the sculptured faces of the prophets and elders, he draws the faces of his fellow Republican prisoners. any years later in post Franco Spain, a survivor of that period, Doctor Daniel da Barca, returns from exile to his native Galicia, and the threads of past memories begin to be woven together. This poetic and moving novel conveys the horror and savagery of the tragedy that divided Spain, and the experiences of the men and women who lived through it. Yet in the process, it also relates one of the most beautiful love stories imaginable.""",http://books.google.com/books/content?id=M6aM8vvrfjAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,NUD790180,Nhà xuất bản Dân trí,1357475
Sputnik Sweetheart,Haruki Murakami,"Twenty two year old, Sumire is in love for the first time with a woman seventeen years her senior, Miu. Surprised that she might, after all, be a lesbian, Sumire spends hours on the phone talking to her best friend, K, a primary school teacher, who is used to answering questions, but what he most wants to say to Sumire is I love you.",http://books.google.com/books/content?id=--_eXhJE0noC&printsec=frontcover&img=1&zoom=1&source=gbs_api,WYV258301,Nhà xuất bản Trẻ,3933017
"South of the Border, West of the Sun",Haruki Murakami,"Growing up in the suburbs in post-war Japan, it seemed to Hajime that everyone but him had brothers and sisters. His sole companion was Shimamoto, also an only child. Together they spent long afternoons listening to her father's record collection. But when his family moved away, the two lost touch. Now Hajime is in his thirties. After a decade of drifting he has found happiness with his loving wife and two daughters, and success running a jazz bar. Then Shimamoto reappears. She is beautiful, intense, enveloped in mystery. Hajime is catapulted into the past, putting at risk all he has in the present.",http://books.google.com/books/content?id=D3pTwEWLjj8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,XWS385866,Nhà xuất bản Alpha Books,4642595
The Elephant Vanishes,Haruki Murakami,"When a man's favourite elephant vanishes, the balance of his whole life is subtly upset; a couple's midnight hunger pangs drive them to hold up a McDonald's; a woman finds she is irresistible to a small green monster that burrows through her front garden; an insomniac wife wakes up to a twilight world of semi-consciousness in which anything seems possible - even death. In every one of the stories that make up The Elephant Vanishes, Murakami makes a determined assault on the normal. He has a deadpan genius for dislocating realities to uncover the surreal in the everyday, the extraordinary in the ordinary.",http://books.google.com/books/content?id=GzP6Dzk-f8sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,RNP260024,Nhà xuất bản Thế giới,3593238
Dance Dance Dance,Haruki Murakami,"Combining an offbeat cast of characters with Murakami's idiosyncratic prose, this novel is an assault on all the senses, a murder mystery that is also philosophical speculation, and a dark fable of advanced capitalism.",http://books.google.com/books/content?id=23aiRAguYcEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,IYU419258,Nhà xuất bản Dân trí,4167070
The Rings of Saturn,Winfried Georg Sebald,"The Rings of Saturn begins as the record of a journey on foot through coastal East Anglia. From Lowestoft to Bungay, Sebald's own story becomes the conductor of evocations of people and cultures past and present: of Chateaubriand, Thomas Browne, Swinburne and Conrad, of fishing fleets, skulls and silkworms. The result is a rich meditation on the past via a melancholy trip along the Suffolk coast, and an intricately patterned and haunting book on the transience of all things human. 'Sebald is the Joyce of the 21st Century' The Times",http://books.google.com/books/content?id=t671cbf3pz0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,QXU691575,Nhà xuất bản Thanh niên,236323
Elephant,Raymond Carver,"These seven stories were the last that Carver wrote. Among them is one of his longest, 'Errand', in which he imagines the death of Chekhov, a writer Carver hugely admired and to whose work his own was often compared. This fine story suggests that the greatest of modern short-story writers may, in the year before his untimely death, have been flexing his muscles for a longer work.",http://books.google.com/books/content?id=c0EEfxDAqDAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,JQH400227,Nhà xuất bản Thanh niên,2804526
"Will You Please be Quiet, Please",Raymond Carver,"With this, his first collection, Carver breathed new life into the short story. In the pared-down style that has since become his hallmark, Carver showed how humour and tragedy dwell in the hearts of ordinary people, and won a readership that grew with every subsequent brilliant collection of stories, poems and essays that appeared in the last eleven years of his life.",http://books.google.com/books/content?id=ybfel1V2jd8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,DDZ390940,Nhà xuất bản Hà Nội,952582
The Time of Our Singing,Richard Powers,"Jonah, Joseph and Ruth are the children of mixed-race parents determined to protect them from the grinding effects of race. Hothouse children, they are all musically talented, but they cannot be protected from the world for long. Jonah becomes a successful young tenor, but the world of opera can only accept him as a 'brilliant Negro singer'; Joseph, our narrator, becomes a pianist and devotes his talents to the service of his brother's; Ruth turns her back on classical music ('white music') and disappears, on the run with her black husband under suspicion of being a Black Panther. Powers brilliantly and devastatingly delineates the tragedy of race in America, as it unfolds from the Civil Rights movement to Rodney King and Louis Farrakhan, through the lives and choices of one family, caught on the cusp of identities.",http://books.google.com/books/content?id=atHpDdRLCK4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,YQK896465,Nhà xuất bản Trẻ,4278788
The Spook's Apprentice,Joseph Delaney,"A wonderful and terrifying series by a new writer about a young boy training to be an exorcist. Thomas Ward is the seventh son of a seventh son and has been apprenticed to the local Spook. The job is hard, the Spook is distant and many apprentices have failed before Thomas. Somehow Thomas must learn how to exorcise ghosts, contain witches and bind boggarts. But when he is tricked into freeing Mother Malkin, the most evil witch in the County, the horror begins . .",http://books.google.com/books/content?id=ZA0yS2C37r4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,IDH103504,Nhà xuất bản Hà Nội,2911155
Human Traces,Sebastian Faulks,"As young boys both Jacques RebiSre and Thomas Midwinter become fascinated with trying to understand the human mind.As psychiatris- ts, their quest takes them from the squalor of the Victorian lunatic asylum to the crowded lecture halls of the renowned Professor Charcot in Paris; from the heights of the Sierra Madre in California to the plains of unexplored Africa. As the concerns of the old century fade and the First World War divides Europe, the two men's volatile relationship develops and changes, but is always tempered by one exceptional woman; Thomas's sister Sonia.Moving and challenging in equal measure, HUMAN TRACES explores the question of what kind of beings men and women really are.",http://books.google.com/books/content?id=KTKZiwoIHMUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,NPR095130,Nhà xuất bản Văn học,938722
Blood Canticle,Anne Rice,"Lestat is back with a vengeance and in thrall to Rowan Mayfair. Both demon and angel, he is drawn to kill but tempted by goodness as he moves among the pantheon of Anne Rice's unforgettable characters. Julien Mayfair, his tormentor; Rowan, witch and neurosurgeon, who attracts spirits to herself, casts spells on others and finds herself dangerously drawn to Lestat; Patsy, country and western singer, who was killed by Quinn Blackwood and dumped in a swamp; Ash Templeton, a 5,000 year old Taltos whose genes live on in the Mayfairs. Now, Lestat fights to save Patsy's ghost from the dark realms of the Earthbound, to uncover the mystery of the Taltos and to decide the fate of Rowan Mayfair. Both of Anne Rice's irresistible realms - the worlds of Blackwood Farm and the Mayfair Witches - collide as Lestat struggles between his lust for blood and the quest for life, between gratification and redemption.",http://books.google.com/books/content?id=iQjGwPtIEVAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,TQZ500599,Nhà xuất bản Lao động,221291
Underground,Haruki Murakami,"This account of the 1995 gas attack on the Tokyo subway system by a Japanese religious cult is told, based on hundreds of interviews with survivors, relatives of those who died, and the perpetrators.",http://books.google.com/books/content?id=i2104FzgbvIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,YSQ569395,Nhà xuất bản Thanh niên,4070907
Open House,Elizabeth Berg,"When Samantha Morrow's husband leaves her and her eleven-year-old son she is faced with the terrifying prospect of having to recreate her whole life. She opens her house to a series of lodgers who each in the eccentric way help her to see herself. And she shakes a friend, who shows her that she has the ability to make her own future.",http://books.google.com/books/content?id=shlDD04amKoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,PGH064888,Nhà xuất bản Lao động,4402070
Like a Charm,Karin Slaughter,"The cream of British and American crime writers combine for a must- have collection of linked short stories- With each writer picking up the story in their usual locale (Val McDermid in Manchester, Denise Mina in Glasgow, Karin Slaughter in Atlanta), each of these prestigious crime writers tells a gripping story (original to this collection) of murder, betrayal and intrigue. And running through each story is a charm bracelet- which brings bad luck wherever it's found... The must- have collection for all fans of British and American crime writing at it's best...",http://books.google.com/books/content?id=HVWEDUYM-YUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,QOV992067,Nhà xuất bản Thế giới,2501364
Bleachers,John Grisham,"High school All-American Neely Crenshaw was probably the best quarterback ever to play for the legendary Messina Spartans. Fifteen years have gone by since those glory days, and Neely has come home to Messina to bury Coach Eddie Rake, the man who molded the Spartans into an unbeatable football dynasty. As Coach Rake's 'boys' sit in the bleachers waiting for the dimming field lights to signal his passing, they replay the old glories, and try to decide once and for all whether they love Eddie Rake - or hate him. For Neely Crenshaw, still struggling to come to terms with his explosive relationship with the Coach, his dreams of a great career in the NFL, and the choices he made as a young man, the stakes could not be higher.",http://books.google.com/books/content?id=B9D3QT00fqEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,ZPO506290,Nhà xuất bản Kim Đồng,999918
